gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,payment_method,support_calls,late_payments,monthly_charges,total_charges,churn
Male,0,Yes,No,46,Two year,DSL,No,No,Electronic check,1,0,52.58,2358.82,0
Male,0,Yes,No,34,Month-to-month,No,No internet service,No internet service,Mailed check,1,0,37.92,1253.9,0
Male,0,No,No,7,Two year,Fiber optic,Yes,No,Mailed check,0,0,79.49,599.02,0
Male,1,Yes,No,26,Two year,DSL,Yes,No,Mailed check,0,0,41.82,1036.99,0
Female,0,Yes,No,51,Month-to-month,Fiber optic,No,No,Credit card,1,0,56.74,2883.53,0
Female,0,No,Yes,29,Month-to-month,Fiber optic,No,No,Electronic check,0,0,67.26,1933.09,1
Male,0,No,Yes,26,Month-to-month,Fiber optic,Yes,No,Credit card,2,1,82.47,2100.82,1
Female,0,Yes,Yes,29,Two year,Fiber optic,Yes,No,Electronic check,0,1,78.57,2214.83,0
Male,0,No,No,5,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,71.07,352.06,0
Male,0,No,No,55,One year,Fiber optic,No,No,Electronic check,1,0,55.54,2998.87,1
Female,0,No,No,3,Month-to-month,Fiber optic,Yes,No,Mailed check,2,3,87.75,227.46,1
Male,0,Yes,No,62,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,0,88.37,5529.91,0
Male,0,No,No,20,Month-to-month,No,No internet service,No internet service,Mailed check,1,1,18.0,316.97,1
Male,0,Yes,Yes,36,Two year,Fiber optic,No,No,Credit card,1,0,74.32,2702.96,0
Male,1,No,No,5,Month-to-month,Fiber optic,No,Yes,Bank transfer,3,0,79.04,452.64,1
Male,0,No,No,44,One year,DSL,No,No,Electronic check,1,1,54.47,2390.25,0
Male,0,No,No,39,Month-to-month,DSL,Yes,No,Mailed check,2,0,68.14,2688.05,0
Male,0,No,No,37,One year,DSL,No,No,Electronic check,1,1,60.4,2183.38,0
Male,0,No,Yes,4,Month-to-month,Fiber optic,Yes,No,Electronic check,3,0,80.05,364.67,1
Male,0,Yes,No,14,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,0,82.05,1187.4,1
Male,0,Yes,No,34,Two year,DSL,No,No,Electronic check,1,1,46.6,1671.7,0
Female,0,Yes,No,54,Month-to-month,Fiber optic,No,No,Credit card,4,0,67.25,3701.82,0
Female,1,No,No,13,Month-to-month,DSL,No,Yes,Credit card,3,0,78.84,1040.79,0
Female,0,Yes,No,13,Two year,DSL,Yes,No,Electronic check,0,1,56.36,898.3,0
Female,0,No,Yes,33,Month-to-month,DSL,No,No,Credit card,1,0,55.24,1875.95,1
Female,0,No,No,72,Two year,Fiber optic,Yes,Yes,Electronic check,2,1,87.33,6364.13,0
Male,1,No,Yes,16,Month-to-month,DSL,No,Yes,Mailed check,0,1,49.09,757.77,0
Female,0,Yes,Yes,20,Month-to-month,DSL,Yes,Yes,Electronic check,3,0,67.82,1334.28,1
Female,0,No,Yes,18,Month-to-month,Fiber optic,No,No,Electronic check,0,1,63.7,1150.94,0
Female,0,No,No,24,Month-to-month,Fiber optic,No,Yes,Mailed check,0,1,69.43,1606.18,1
Male,0,No,No,57,Two year,Fiber optic,Yes,No,Bank transfer,0,0,80.75,4605.02,0
Female,0,No,No,25,Two year,DSL,No,No,Mailed check,2,1,38.88,969.64,0
Female,0,Yes,Yes,72,One year,Fiber optic,No,Yes,Credit card,0,0,84.02,6115.09,0
Male,0,Yes,Yes,28,Month-to-month,DSL,No,No,Electronic check,1,2,53.56,1569.71,0
Female,0,No,No,60,One year,DSL,No,Yes,Bank transfer,0,0,67.12,4034.46,0
Male,0,No,No,21,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,0,87.84,1822.28,1
Female,0,No,Yes,9,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,0,76.36,794.67,0
Female,0,No,No,25,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,32.91,731.53,1
Female,1,No,No,38,Month-to-month,No,No internet service,No internet service,Electronic check,1,1,33.33,1173.43,0
Male,0,No,No,15,Month-to-month,DSL,Yes,Yes,Credit card,2,0,71.15,1096.09,0
Male,1,No,No,54,Two year,DSL,No,Yes,Mailed check,0,2,62.86,3390.28,1
Male,0,No,No,19,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,18.0,323.57,0
Female,0,Yes,No,11,Month-to-month,DSL,No,Yes,Electronic check,1,3,63.85,592.6,1
Female,0,Yes,No,72,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,2,74.01,5276.02,1
Male,0,Yes,Yes,14,One year,Fiber optic,No,Yes,Mailed check,1,1,72.03,1097.1,1
Male,0,Yes,No,18,One year,Fiber optic,Yes,No,Electronic check,1,0,69.35,1326.75,0
Female,0,No,No,42,Month-to-month,DSL,No,No,Electronic check,2,3,36.45,1578.34,1
Male,1,No,No,21,Two year,DSL,Yes,Yes,Electronic check,0,0,65.42,1324.85,0
Male,0,Yes,No,12,One year,DSL,Yes,No,Credit card,1,1,55.75,649.01,0
Female,1,Yes,Yes,17,Month-to-month,DSL,No,Yes,Mailed check,1,1,67.63,1125.56,1
Female,0,No,No,72,One year,DSL,Yes,Yes,Electronic check,0,0,73.64,5261.47,0
Male,0,No,No,39,Two year,Fiber optic,Yes,No,Mailed check,1,0,77.42,2986.73,0
Male,0,No,No,44,One year,Fiber optic,Yes,Yes,Credit card,1,0,90.3,3967.15,0
Female,0,Yes,Yes,32,Month-to-month,DSL,Yes,No,Electronic check,2,1,55.17,1676.9,0
Male,0,Yes,Yes,35,One year,DSL,No,Yes,Electronic check,1,1,56.12,2035.05,0
Male,0,No,No,19,Month-to-month,No,No internet service,No internet service,Credit card,1,0,25.0,466.87,1
Male,0,No,No,29,Two year,DSL,Yes,No,Credit card,0,1,54.79,1558.78,0
Male,0,No,No,4,One year,DSL,No,No,Bank transfer,0,0,50.7,108.22,1
Female,0,No,No,49,Two year,Fiber optic,Yes,Yes,Electronic check,0,0,89.31,4423.16,0
Female,1,Yes,No,19,One year,DSL,Yes,Yes,Electronic check,0,0,54.24,968.03,1
Female,0,Yes,Yes,10,One year,DSL,Yes,No,Credit card,3,2,52.74,556.32,0
Female,0,Yes,No,30,Month-to-month,DSL,No,No,Bank transfer,4,0,55.21,1603.45,1
Female,0,Yes,No,23,Two year,No,No internet service,No internet service,Mailed check,1,0,19.57,456.95,0
Female,0,Yes,Yes,48,Month-to-month,Fiber optic,No,No,Electronic check,1,0,64.73,3030.1,1
Female,1,Yes,No,25,Month-to-month,Fiber optic,No,No,Electronic check,0,0,77.12,1917.78,1
Male,1,Yes,Yes,17,Two year,No,No internet service,No internet service,Bank transfer,2,0,18.08,302.7,0
Male,0,No,No,26,Two year,Fiber optic,No,Yes,Bank transfer,0,1,80.47,2101.92,0
Male,0,Yes,Yes,64,One year,DSL,No,No,Mailed check,0,1,50.2,3265.81,0
Female,0,No,No,49,One year,Fiber optic,No,No,Bank transfer,0,0,76.1,3759.89,0
Female,0,Yes,No,39,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,0,76.47,3076.11,0
Male,0,Yes,Yes,51,One year,Fiber optic,Yes,Yes,Bank transfer,0,1,77.68,3875.85,0
Male,0,Yes,No,41,Month-to-month,Fiber optic,No,No,Electronic check,1,0,63.78,2740.46,0
Male,0,Yes,No,13,Month-to-month,DSL,No,No,Credit card,3,0,62.25,865.66,1
Male,0,Yes,No,44,One year,DSL,Yes,No,Electronic check,1,1,51.73,2249.58,0
Female,0,No,No,54,Two year,Fiber optic,Yes,No,Bank transfer,1,2,71.21,3904.68,0
Female,1,No,No,56,Two year,DSL,Yes,Yes,Electronic check,0,1,60.31,3483.35,0
Female,0,Yes,No,11,Two year,No,No internet service,No internet service,Bank transfer,0,0,21.84,307.0,0
Female,1,Yes,No,18,One year,Fiber optic,No,No,Bank transfer,0,1,65.74,1124.07,1
Female,0,Yes,No,16,Month-to-month,DSL,Yes,No,Electronic check,1,0,60.52,970.78,1
Female,0,No,No,21,Month-to-month,Fiber optic,No,No,Mailed check,2,0,69.81,1511.3,0
Male,0,Yes,No,36,Month-to-month,Fiber optic,Yes,No,Mailed check,0,0,71.28,2564.19,1
Female,0,Yes,Yes,30,Month-to-month,Fiber optic,No,No,Mailed check,1,0,74.78,2269.79,0
Male,0,No,No,30,One year,Fiber optic,Yes,No,Electronic check,0,0,78.25,2378.08,0
Female,0,No,No,9,Month-to-month,Fiber optic,Yes,No,Electronic check,0,3,86.62,720.38,1
Male,1,No,Yes,18,Two year,DSL,No,No,Credit card,1,0,51.53,1003.06,1
Female,0,Yes,No,59,One year,Fiber optic,Yes,No,Electronic check,0,1,74.97,4428.72,0
Female,0,Yes,No,54,One year,Fiber optic,Yes,No,Mailed check,1,1,74.37,4013.29,1
Male,0,Yes,Yes,25,One year,Fiber optic,No,No,Electronic check,2,0,70.16,1700.03,0
Male,0,No,Yes,44,One year,No,No internet service,No internet service,Bank transfer,0,0,26.94,1170.85,0
Female,0,No,No,34,Month-to-month,No,No internet service,No internet service,Bank transfer,4,0,23.98,871.52,0
Male,0,Yes,Yes,47,One year,DSL,No,No,Bank transfer,1,0,45.47,2151.47,0
Male,0,No,No,45,One year,Fiber optic,No,No,Bank transfer,0,1,74.01,3372.91,0
Female,0,Yes,Yes,27,Month-to-month,Fiber optic,No,Yes,Mailed check,2,1,80.46,2170.38,0
Male,0,No,Yes,39,One year,Fiber optic,No,Yes,Credit card,0,1,77.15,3014.13,0
Male,0,Yes,Yes,35,Two year,No,No internet service,No internet service,Bank transfer,0,0,29.35,928.75,0
Female,0,Yes,Yes,27,Month-to-month,No,No internet service,No internet service,Bank transfer,4,0,23.39,655.01,0
Male,0,Yes,No,23,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,0,77.1,1761.6,1
Male,0,No,Yes,72,One year,DSL,Yes,Yes,Mailed check,0,0,69.05,4990.64,0
Male,0,Yes,Yes,27,One year,DSL,Yes,Yes,Bank transfer,0,0,70.41,1772.02,0
Male,0,Yes,No,42,Two year,No,No internet service,No internet service,Bank transfer,0,1,29.23,1379.66,0
Male,0,No,No,71,One year,No,No internet service,No internet service,Credit card,0,2,18.0,1282.41,0
Female,0,No,No,39,Two year,DSL,No,No,Credit card,1,0,52.01,2056.09,0
Male,0,No,No,38,Two year,DSL,Yes,No,Mailed check,1,0,56.35,2164.54,0
Male,0,No,Yes,27,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1,80.13,2144.55,0
Female,0,No,No,36,Two year,DSL,No,No,Electronic check,1,0,63.59,2314.54,1
Male,0,No,No,22,Two year,Fiber optic,Yes,No,Credit card,0,0,74.32,1706.27,0
Male,0,Yes,No,72,Two year,No,No internet service,No internet service,Bank transfer,0,0,24.18,1751.66,0
Male,0,Yes,No,9,Month-to-month,DSL,Yes,No,Credit card,2,1,51.5,515.0,0
Male,0,Yes,No,24,Month-to-month,Fiber optic,No,No,Bank transfer,0,0,67.47,1665.42,1
Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,3,1,78.58,3107.0,0
Male,1,Yes,No,38,Month-to-month,DSL,No,Yes,Electronic check,0,1,48.42,1951.01,1
Female,0,Yes,No,22,One year,Fiber optic,Yes,Yes,Bank transfer,1,1,68.35,1524.86,0
Female,0,Yes,Yes,6,Month-to-month,Fiber optic,Yes,Yes,Mailed check,2,0,78.44,466.03,1
Male,1,No,No,10,One year,Fiber optic,Yes,Yes,Mailed check,0,1,78.99,787.35,0
Male,1,No,No,31,Two year,Fiber optic,Yes,No,Electronic check,0,2,75.53,2365.95,1
Male,0,No,No,4,Month-to-month,No,No internet service,No internet service,Electronic check,2,0,19.69,0.0,0
Female,1,No,No,41,Two year,DSL,Yes,No,Credit card,1,0,64.26,2718.63,0
Male,0,Yes,No,57,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,25.81,1456.54,0
Female,0,Yes,No,46,Month-to-month,Fiber optic,No,Yes,Electronic check,2,0,82.94,3809.72,0
Male,0,Yes,No,52,Two year,Fiber optic,Yes,No,Bank transfer,1,0,83.86,4282.53,0
Male,0,No,Yes,5,Month-to-month,DSL,No,No,Electronic check,0,1,60.1,307.07,0
Male,0,Yes,No,22,Month-to-month,DSL,Yes,No,Electronic check,1,0,63.78,1321.83,1
Female,0,No,Yes,12,Two year,Fiber optic,No,No,Electronic check,1,0,61.93,642.21,0
Female,0,Yes,No,7,Two year,No,No internet service,No internet service,Electronic check,2,1,30.87,172.28,0
Male,0,No,No,19,One year,Fiber optic,Yes,Yes,Credit card,2,0,86.56,1629.85,0
Male,0,No,No,70,Month-to-month,DSL,No,No,Bank transfer,0,1,59.77,4132.44,0
Male,0,Yes,No,72,One year,DSL,Yes,Yes,Bank transfer,1,0,64.21,4640.27,0
Female,1,No,No,14,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,2,0,93.16,1377.81,1
Female,0,No,No,29,Month-to-month,No,No internet service,No internet service,Mailed check,1,1,24.8,732.29,0
Male,0,No,No,35,Two year,Fiber optic,No,No,Bank transfer,2,0,70.12,2321.21,0
Male,0,No,No,22,Month-to-month,DSL,No,No,Bank transfer,0,0,54.33,1194.15,0
Female,0,Yes,No,60,Two year,DSL,Yes,Yes,Bank transfer,5,0,61.48,3723.65,0
Female,0,Yes,Yes,19,Month-to-month,DSL,No,No,Mailed check,0,0,53.42,992.76,0
Male,0,No,Yes,17,Month-to-month,Fiber optic,Yes,No,Electronic check,1,3,63.85,1104.38,1
Male,0,Yes,No,14,Month-to-month,DSL,No,No,Electronic check,2,1,52.87,756.07,1
Female,0,Yes,No,22,Month-to-month,DSL,Yes,No,Electronic check,1,1,45.83,942.28,1
Female,0,Yes,No,2,Month-to-month,Fiber optic,No,No,Bank transfer,1,1,73.43,219.13,1
Male,0,No,No,23,Two year,Fiber optic,No,Yes,Electronic check,1,0,52.03,1179.32,0
Female,0,Yes,Yes,30,One year,No,No internet service,No internet service,Bank transfer,3,0,18.0,520.27,1
Male,0,No,No,31,One year,Fiber optic,No,Yes,Mailed check,1,1,77.42,2427.14,0
Male,1,Yes,No,12,Month-to-month,DSL,No,No,Mailed check,1,0,49.56,498.42,0
Female,0,Yes,No,31,One year,DSL,No,No,Bank transfer,2,0,46.98,1532.34,0
Female,0,Yes,No,30,One year,Fiber optic,No,No,Electronic check,0,1,74.78,2184.46,0
Male,1,Yes,Yes,31,Month-to-month,Fiber optic,No,Yes,Credit card,1,0,84.46,2726.81,1
Female,0,Yes,No,46,One year,Fiber optic,Yes,Yes,Electronic check,0,2,104.25,4863.09,0
Male,1,No,No,11,Two year,No,No internet service,No internet service,Bank transfer,1,0,24.35,207.22,0
Male,0,Yes,No,23,Two year,Fiber optic,No,No,Electronic check,1,0,77.28,1797.44,0
Female,0,Yes,Yes,6,Two year,Fiber optic,Yes,No,Mailed check,0,0,69.37,358.86,0
Male,0,Yes,No,44,One year,DSL,No,No,Mailed check,0,0,44.62,1897.68,0
Female,0,Yes,No,13,Month-to-month,DSL,Yes,No,Electronic check,0,0,49.43,492.72,1
Female,1,No,No,51,Month-to-month,Fiber optic,No,No,Electronic check,3,1,68.12,3512.18,1
Female,0,Yes,No,52,Month-to-month,DSL,Yes,No,Mailed check,0,0,57.79,2977.69,0
Male,1,No,Yes,24,Month-to-month,No,No internet service,No internet service,Credit card,2,0,32.34,823.26,1
Male,0,Yes,Yes,23,Month-to-month,Fiber optic,No,No,Mailed check,1,2,71.77,1664.24,0
Female,1,Yes,Yes,8,One year,DSL,Yes,Yes,Electronic check,2,2,74.69,524.48,1
Male,1,No,Yes,28,One year,Fiber optic,No,Yes,Electronic check,0,0,87.83,2509.7,1
Female,0,Yes,Yes,46,One year,Fiber optic,No,Yes,Credit card,0,0,77.32,3587.88,1
Male,1,No,Yes,33,Two year,DSL,No,Yes,Electronic check,0,0,56.17,1824.83,1
Female,0,No,No,64,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,56.8,3693.71,0
Male,0,Yes,No,21,Month-to-month,Fiber optic,No,No,Electronic check,2,0,64.66,1341.63,1
Female,0,No,No,21,One year,Fiber optic,Yes,Yes,Mailed check,1,0,77.53,1580.96,0
Male,0,Yes,No,14,Month-to-month,DSL,No,Yes,Mailed check,0,0,50.88,700.88,1
Female,0,No,Yes,72,One year,Fiber optic,Yes,Yes,Credit card,1,0,80.61,5781.74,0
Male,0,No,No,8,One year,Fiber optic,No,No,Bank transfer,0,1,73.21,496.64,0
Female,0,Yes,No,44,Month-to-month,DSL,No,Yes,Electronic check,2,1,59.32,2451.89,0
Male,0,Yes,Yes,47,One year,DSL,No,Yes,Bank transfer,1,0,64.91,3149.58,0
Male,0,No,No,45,Two year,Fiber optic,No,No,Electronic check,2,0,72.08,3311.54,0
Male,0,Yes,No,14,Month-to-month,DSL,Yes,No,Credit card,1,0,51.27,806.47,0
Male,0,No,No,24,One year,No,No internet service,No internet service,Electronic check,0,1,30.06,775.56,0
Female,1,Yes,No,40,Month-to-month,DSL,Yes,No,Credit card,2,0,45.03,1776.37,0
Female,1,Yes,Yes,17,Month-to-month,Fiber optic,Yes,No,Credit card,2,0,83.82,1414.38,1
Female,1,No,Yes,22,Month-to-month,No,No internet service,No internet service,Electronic check,2,0,18.0,359.04,0
Female,0,No,Yes,17,Month-to-month,DSL,No,No,Credit card,2,0,30.63,553.18,0
Male,0,No,No,29,One year,Fiber optic,No,Yes,Credit card,3,0,81.36,2387.82,0
Male,1,No,No,28,Two year,DSL,No,Yes,Credit card,1,2,54.53,1506.27,1
Male,0,Yes,No,72,Two year,Fiber optic,No,No,Mailed check,0,0,78.4,5671.09,0
Female,0,Yes,No,40,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,31.7,1337.61,0
Female,0,Yes,No,10,One year,No,No internet service,No internet service,Electronic check,0,1,18.0,179.83,0
Male,0,Yes,Yes,10,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1,96.18,891.98,0
Male,0,Yes,No,44,One year,Fiber optic,No,No,Electronic check,1,0,53.93,2400.31,0
Male,0,No,Yes,28,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,72.72,1962.78,1
Female,0,Yes,No,72,Two year,DSL,Yes,No,Credit card,1,0,67.4,4804.27,0
Female,0,Yes,No,72,Two year,Fiber optic,No,No,Credit card,4,0,60.87,4399.21,0
Female,0,No,No,13,Month-to-month,DSL,No,No,Credit card,5,0,65.9,893.82,0
Male,0,Yes,No,34,One year,No,No internet service,No internet service,Credit card,2,1,25.3,865.92,0
Female,0,No,No,11,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,26.98,236.0,0
Female,0,Yes,Yes,44,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,0,93.4,4276.71,0
Female,0,Yes,Yes,72,One year,Fiber optic,No,Yes,Electronic check,1,0,80.34,5753.18,0
Female,0,No,No,31,One year,No,No internet service,No internet service,Credit card,0,1,18.0,585.3,0
Male,0,No,Yes,20,Month-to-month,DSL,No,No,Mailed check,3,1,23.27,430.35,1
Female,0,No,Yes,36,Month-to-month,Fiber optic,Yes,Yes,Credit card,3,0,76.19,2686.45,0
Female,1,Yes,No,50,Two year,Fiber optic,Yes,Yes,Mailed check,2,0,76.9,3848.12,1
Male,0,Yes,No,50,One year,Fiber optic,Yes,No,Mailed check,2,0,68.41,3393.96,0
Male,0,No,No,20,Month-to-month,DSL,Yes,Yes,Mailed check,2,0,58.94,1184.52,1
Male,1,Yes,No,17,Two year,DSL,No,No,Credit card,1,0,26.22,406.38,1
Female,0,No,Yes,32,Two year,No,No internet service,No internet service,Electronic check,0,2,18.0,584.08,0
Female,0,Yes,Yes,21,Two year,Fiber optic,Yes,Yes,Mailed check,0,0,88.37,1810.75,0
Male,0,Yes,No,60,One year,No,No internet service,No internet service,Electronic check,1,0,32.34,2004.99,0
Female,0,Yes,Yes,21,Month-to-month,Fiber optic,Yes,No,Mailed check,3,0,70.17,1491.44,0
Female,0,No,No,29,Month-to-month,Fiber optic,No,No,Bank transfer,1,1,74.53,2153.85,0
Male,0,Yes,No,35,Two year,Fiber optic,No,No,Electronic check,0,3,48.28,1688.81,0
Male,0,No,No,8,Two year,Fiber optic,No,Yes,Bank transfer,1,1,79.16,610.66,1
Female,0,Yes,Yes,18,One year,No,No internet service,No internet service,Credit card,2,1,33.48,609.8,0
Male,0,Yes,No,72,One year,DSL,No,Yes,Credit card,0,0,61.13,4491.22,0
Male,0,Yes,No,49,One year,No,No internet service,No internet service,Bank transfer,3,1,23.79,1131.43,0
Male,1,No,Yes,21,One year,No,No internet service,No internet service,Electronic check,0,1,18.0,387.62,0
Male,0,No,No,44,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,84.12,3655.23,0
Male,0,No,No,59,One year,No,No internet service,No internet service,Bank transfer,1,0,39.53,2183.36,0
Female,0,Yes,No,24,One year,No,No internet service,No internet service,Bank transfer,1,1,29.61,747.41,0
Male,0,No,Yes,47,Two year,DSL,Yes,Yes,Bank transfer,1,0,74.66,3573.72,0
Male,0,Yes,No,43,One year,DSL,No,No,Bank transfer,0,0,49.02,2134.0,0
Male,0,No,No,11,One year,Fiber optic,Yes,Yes,Bank transfer,0,0,90.09,1131.07,0
Male,0,No,Yes,24,Month-to-month,Fiber optic,No,No,Credit card,0,0,75.71,1795.46,0
Male,1,Yes,No,72,Month-to-month,DSL,No,No,Bank transfer,2,0,48.49,3437.55,1
Female,0,No,Yes,72,Month-to-month,Fiber optic,Yes,Yes,Electronic check,3,0,77.39,5643.12,0
Male,0,No,No,49,Month-to-month,Fiber optic,No,No,Credit card,3,0,76.0,3798.76,1
Female,0,Yes,Yes,17,Month-to-month,Fiber optic,No,No,Bank transfer,0,0,84.03,1494.4,1
Female,0,Yes,Yes,3,Month-to-month,DSL,No,Yes,Bank transfer,1,0,66.94,135.97,0
Female,0,Yes,No,16,Month-to-month,DSL,No,Yes,Electronic check,1,0,59.73,913.75,1
Male,1,No,Yes,9,Month-to-month,Fiber optic,Yes,No,Electronic check,0,2,78.11,604.43,1
Male,0,No,Yes,72,One year,DSL,No,No,Credit card,0,0,51.57,3831.42,0
Male,0,Yes,Yes,5,One year,Fiber optic,No,No,Electronic check,1,0,50.72,198.39,1
Female,0,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Mailed check,3,0,76.15,765.26,1
Female,0,Yes,Yes,32,Month-to-month,No,No internet service,No internet service,Mailed check,4,1,22.27,706.39,0
Female,0,Yes,No,28,Month-to-month,No,No internet service,No internet service,Electronic check,2,2,18.0,511.04,1
Male,0,Yes,No,71,Month-to-month,No,No internet service,No internet service,Bank transfer,2,2,32.43,2342.5,0
Female,0,Yes,No,41,One year,Fiber optic,Yes,No,Electronic check,0,2,78.25,3200.43,0
Male,0,Yes,No,25,Two year,DSL,Yes,Yes,Electronic check,2,1,43.06,1035.74,0
Male,0,No,Yes,61,One year,DSL,No,No,Credit card,0,1,50.88,3079.94,0
Female,0,No,No,21,Month-to-month,Fiber optic,No,No,Bank transfer,0,0,79.21,1627.2,0
Male,0,Yes,No,72,Month-to-month,DSL,No,Yes,Credit card,2,0,52.23,3844.17,0
Female,1,No,No,14,Month-to-month,DSL,No,No,Mailed check,4,1,40.8,570.82,1
Female,0,Yes,No,27,Two year,DSL,Yes,No,Credit card,1,0,45.69,1271.72,0
Female,0,Yes,No,4,Month-to-month,Fiber optic,No,Yes,Electronic check,1,0,77.8,298.64,1
Male,0,No,No,51,Two year,Fiber optic,No,No,Electronic check,0,0,63.19,3113.08,0
Male,0,No,No,31,Two year,No,No internet service,No internet service,Electronic check,0,0,18.0,656.58,0
Female,0,Yes,No,72,One year,Fiber optic,Yes,Yes,Electronic check,2,1,96.96,7015.95,1
Male,0,Yes,Yes,23,Month-to-month,DSL,Yes,No,Credit card,0,0,57.63,1348.76,0
Female,0,No,Yes,8,One year,Fiber optic,Yes,Yes,Mailed check,0,1,79.81,511.26,1
Female,0,Yes,No,38,One year,DSL,No,No,Bank transfer,2,3,62.39,2362.47,1
Female,0,No,No,18,Month-to-month,No,No internet service,No internet service,Mailed check,2,1,26.19,563.96,0
Female,0,Yes,No,46,One year,Fiber optic,No,No,Electronic check,1,0,67.92,3202.06,1
Male,1,Yes,No,14,Month-to-month,DSL,Yes,No,Credit card,2,1,57.74,795.3,0
Male,1,No,No,66,One year,Fiber optic,No,No,Bank transfer,1,0,64.77,4347.98,0
Female,0,No,No,29,One year,Fiber optic,No,Yes,Electronic check,1,0,75.88,2294.73,0
Male,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Mailed check,1,0,73.67,1832.48,1
Female,0,No,No,63,One year,DSL,Yes,No,Electronic check,1,2,69.45,4454.43,0
Male,1,No,No,51,One year,Fiber optic,No,Yes,Bank transfer,0,0,72.61,3779.5,0
Male,0,Yes,No,16,One year,DSL,No,Yes,Mailed check,0,1,62.02,1042.65,0
Male,0,Yes,No,50,Two year,Fiber optic,No,Yes,Credit card,0,0,65.2,3316.14,0
Male,0,Yes,Yes,44,One year,DSL,No,No,Credit card,0,0,53.05,2281.81,1
Female,0,No,Yes,26,One year,DSL,Yes,Yes,Electronic check,2,0,78.43,2086.27,0
Male,0,No,No,48,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,1,84.19,4033.59,0
Male,0,Yes,Yes,66,One year,Fiber optic,Yes,No,Credit card,2,0,71.38,4656.83,0
Male,0,No,No,27,Month-to-month,DSL,Yes,No,Mailed check,3,0,51.75,1488.49,0
Male,1,Yes,No,27,Month-to-month,No,No internet service,No internet service,Mailed check,4,0,27.87,745.42,0
Male,0,No,No,26,One year,Fiber optic,No,No,Bank transfer,0,0,69.48,1820.55,0
Female,1,No,No,15,Month-to-month,No,No internet service,No internet service,Mailed check,3,3,20.76,319.86,1
Male,0,Yes,No,26,Two year,DSL,No,No,Bank transfer,1,1,54.23,1316.59,0
Male,1,Yes,Yes,24,Month-to-month,Fiber optic,Yes,Yes,Credit card,2,0,76.98,1829.78,1
